Camera timestamp,End of utterance,Time delta,[Camera],[Context]
208.5,211.6,0.9,"In the image, there are several customers at the mall. One person is wearing a black jacket and a backpack, while another person is wearing an orange patterned shirt. There is also a person in the background wearing a blue outfit. The mall has a modern design with white columns and a tiled floor.",Salesman: 今日もたくさんやきました。ごまチーズ人気なんですよ。
212.4,212.4,0.8,"In the image, there are two customers walking in front of the bakery at the mall. Both individuals are wearing short pants. The person on the left is wearing a light-colored short-sleeved shirt and shorts, while the person on the right is wearing a darker-colored short-sleeved shirt and shorts. The bakery has a signboard with some text and an image, but the details of the signboard are not clear from the image.",no utterance is needed
213.2,215.9,0.8,"In the image, there are two people walking in front of the bakery at the mall. One person is wearing a light-colored shirt and shorts, while the other person is wearing a dark-colored shirt and pants. The bakery has a sign with a colorful design on the front.",Salesman: 食物繊維たっぷりのごまチーズいかがですか？
222.8,222.8,6.9,"In the image, there are several customers in the mall. One person is walking towards the camera, wearing a dark-colored shirt and dark pants. Another person is standing near the entrance of the bakery, wearing a light-colored shirt and dark pants. There are also other customers in the background, but they are not the main focus of the image. The mall has a modern design with white and green accents, and there are stairs leading up to the next level.",no utterance is needed
229.7,233.8,6.9,"The image shows an indoor mall with a tiled floor and a curved staircase leading to an escalator. In front of the bakery, there are a few customers. One person is standing near the entrance of the bakery, while another is walking towards the escalator. The customers are dressed casually, with some wearing short sleeves and others in shorts. The overall atmosphere appears to be relaxed and casual.",Salesman: もう少し甘いパンが好きな方にはシナモンレーズンはいかがですか？
234.8,234.8,1.0,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including short-sleeved shirts and shorts. Some of them are carrying bags, and there are also a few individuals wearing sunglasses. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
235.8,240.1,1.0,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. The customers are wearing casual clothing, including t-shirts and pants. The bakery entrance is well-lit, and there are several other people in the mall, some of whom are also wearing casual attire. The overall atmosphere appears to be relaxed and casual.",Salesman: シナモンレーズン、ソルビバベーカリーの不動の人気パンですよ。
242.1,242.1,2.0,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, wearing a brown dress and carrying a handbag. Another person is standing near the entrance, wearing a white shirt and a blue skirt. There are also two other people in the background, one of whom is also wearing a blue skirt. The mall has a modern design with a curved staircase and tiled flooring.",no utterance is needed
244.2,251.7,2.1,"In the image, there are several customers at the mall. One person is wearing a plaid skirt and a black top, and they appear to be walking towards the bakery. Another person is wearing a white shirt and a blue hat, and they are walking towards the bakery as well. There is also a person wearing a blue outfit, possibly a costume, walking towards the bakery. The bakery itself is visible on the left side of the image.",Salesman: いらっしゃいませようこそソルビダベーカリーお越しくださり、ありがとうございます。どうぞゆっくりお買い物してくださいね。
255.3,255.3,3.7,"In the image, there are several customers at the mall. The customers are wearing various clothing items, including:1. A person in a brown shirt with a backpack.2. A person in a light blue shirt with a light blue backpack.3. A person in a white shirt with a light blue backpack.4. A person in a red shirt with a light blue backpack.5. A person in a white shirt with a light blue backpack.6. A person in a white shirt with a light blue backpack.7. A person in a white shirt with a light blue backpack.8. A person in a white shirt with a light blue backpack.9. A person in a white shirt with a light blue backpack.10. A person in a white shirt with a light blue backpack.11. A person in a white shirt with a light blue backpack.12. A person in a white shirt with a light blue backpack.13. A person in a white shirt with a light blue backpack.14. A person in a white shirt with a light blue backpack.15. A person in a white shirt with a light blue backpack.16. A person in a white shirt with a light blue backpack.17. A",no utterance is needed
259.0,262.1,3.7,"In the image, there are two customers at the mall. The person on the left is wearing a light-colored shirt and shorts, and they are holding a brown bag. The person on the right is wearing a blue shirt and shorts. Both are standing near the entrance of a bakery.",Salesman: 学校帰りですか？みなさん、今日もお疲れ様。
263.0,263.0,0.9,"In the image, there are several customers at the mall. The main focus is on a person wearing a light-colored shirt and shorts, standing in front of the bakery. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with a curved staircase and tiled flooring. The lighting is bright, and there are several ceiling lights visible.",no utterance is needed
263.9,273.5,0.9,"In the image, there are several customers at the mall. One person is standing in front of the bakery, wearing a white t-shirt and brown shorts. Another person is walking in the background, wearing a white shirt and black pants. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with a white ceiling and tiled floors.",Salesman: おしゃべりできるよ。みんなはどんなパンが好きですか？ぜひ教えてくださいね。ありがとうございます。またのお越しお待ちしております。
276.1,276.1,2.6,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and shorts. Another person is walking towards the bakery, carrying a bag. There are also other customers in the background, some of whom are standing and others who are walking. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
278.8,285.1,2.7,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and brown shorts. Another person is walking towards the bakery, dressed in a white shirt and black pants. There are also other customers in the background, some of whom are wearing casual clothing. The mall has a modern design with a curved staircase and tiled flooring.",Salesman: ソルビバベーカリーの本日のお勧めゴボウサラダ三度はいかがですか？
286.4,286.4,1.3,"In the image, there are several customers at the mall. One person is standing in the foreground, wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and beige cargo pants. Another person is walking in the background, wearing a white shirt and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white walls, ceiling lights, and a tiled floor.",no utterance is needed
287.7,292.8,1.3,"In the image, there are several customers at the mall. One person is wearing a white shirt and a black backpack, standing near the entrance of a bakery. Another person is wearing a black shirt and khaki shorts, also standing near the entrance. There are also other customers in the background, some of whom are wearing casual clothing. The mall has a modern design with white pillars and tiled flooring.",Salesman: ゴボウサラダ暑い日でも喉を通りやすくて人気なんですよ。
293.1,293.1,0.3,"In the image, there are several customers at the mall. The man in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKEMON"" and beige shorts. He is also carrying a black bag. The boy in front of him is wearing a light-colored t-shirt and brown shorts. Both of them appear to be standing in front of a bakery. The mall has a modern design with white columns and tiled flooring. There are also other customers in the background, some of whom are carrying umbrellas, suggesting that it might be raining or they are preparing for rain.",no utterance is needed
293.4,295.5,0.3,"In the image, there are several customers at the mall. The person in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and khaki shorts. They are standing in front of a bakery. Behind them, there are other customers, some of whom are carrying umbrellas, suggesting that it might be raining or they are preparing for rain. The mall has a modern design with white pillars and tiled flooring.",Salesman: 結構くっついてます。
295.6,295.6,0.1,"In the image, there are several customers at the mall. The man in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKEMON"" and beige pants. He appears to be standing in front of a bakery. Behind him, there is a young boy wearing a white t-shirt and brown shorts. To his left, there is another person in a white shirt and black pants. Further back, there are other customers walking, some of whom are carrying bags. The mall has a tiled floor and a white ceiling with recessed lighting.",no utterance is needed
295.7,295.7,0.1,"In the image, there are several customers at the mall. The man in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKEMON"" and beige pants. He appears to be holding a phone in his right hand. Behind him, there is a young boy wearing a white t-shirt and red shorts. To his left, there is a woman in a white shirt and black pants. Further back, there are other customers, including a man in a yellow shirt and a child in a blue shirt. The mall has a tiled floor and a white ceiling with recessed lighting.",Salesman: うん。
296.4,296.4,0.7,"In the image, there are several customers at the mall. The person in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and khaki shorts. They are holding a white object, possibly a phone or a device. Behind them, there is a young boy wearing a light-colored t-shirt and red shorts. The mall has a tiled floor and a modern design with columns and arches. The background shows other customers walking by, and there are advertisements and signs visible.",no utterance is needed
297.1,298.9,0.7,"In the image, there are several customers at the mall. The person in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKEMON CO."" and beige shorts. They are holding a black object, possibly a phone or a small bag. Behind them, there is a young boy wearing a white t-shirt and red shorts. The boy appears to be looking up, possibly at something of interest in the distance. In the background, there are other customers walking, some of whom are carrying umbrellas, suggesting it might be a rainy day. The mall has a modern design with white columns and tiled floors.",Salesman: でも念のためアラー。
300.6,300.6,1.8,"In the image, there are several customers at the mall. One person is wearing a black t-shirt with the text ""LEGENDARY POKEMON"" and brown shorts. Another person is wearing a light-colored t-shirt and brown shorts. There are also two other individuals in the background, one wearing a light-colored t-shirt and the other in a white outfit with a patterned skirt. The mall has a tiled floor and a walkway with columns and overhead lighting.",no utterance is needed
302.4,306.7,1.8,"In the image, there are several customers at the mall. The main focus is on a man in the foreground wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and brown shorts. He appears to be walking or standing in the mall. Behind him, there are two young boys, one of whom is wearing a light-colored t-shirt and the other is wearing a darker t-shirt. Both boys are wearing shorts. In the background, there are other customers, some of whom are walking and others who are standing. The mall has a tiled floor and a modern design with white pillars and overhead lighting.",Salesman: はい。私の方にはこんにちはすごいきれいに映っているのに。
308.2,308.2,1.5,"In the image, there are several customers at the mall. One person is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" on it, which suggests they might be fans of the Pokémon franchise. Another person is wearing a white t-shirt and brown shorts. There are also two children, one in a white t-shirt and the other in a blue t-shirt, both wearing shorts. The mall has a tiled floor and a few people walking in the background.",no utterance is needed
309.7,315.7,1.5,"In the image, there are several customers at the mall. One person is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and beige shorts. Another person is wearing a yellow t-shirt and shorts. There is also a person in a white shirt and another person in a blue shirt. The mall has a tiled floor and a walkway with columns and a railing. The overall atmosphere appears to be busy and lively.",Salesman: ありがとうございます。またのお越しお待ちしております。お兄ちゃん、こんにちは兄弟かな？
316.5,316.5,0.8,"In the image, there are several customers at the mall. One person is wearing a white shirt and is walking towards the bakery. Another person is wearing a black shirt with the text ""LEGENDARY POKÉMON"" and is standing in front of the bakery. There is also a child wearing a white shirt and a blue shirt, standing near the entrance of the bakery. The bakery has a sign with a yellow and blue design. The mall has a tiled floor and a white ceiling with several lights.",no utterance is needed
317.3,322.0,0.8,"In the image, there are several customers at the mall. One person is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and khaki shorts. Another person is wearing a white shirt and blue shorts. There is also a child in a white shirt and blue shorts. The mall has a tiled floor and a white ceiling with recessed lighting.",Salesman: あさっきの男の子ですね。お友達かお兄ちゃんを連れてきてくれたのかな？
322.9,322.9,0.9,"In the image, there are several customers in the mall. The person in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" on it. They are also wearing beige shorts and holding a black object in their right hand. Behind them, there are other customers walking by. One woman is carrying a purple bag, and another woman is wearing a yellow top. The mall has a tiled floor and a modern design with white pillars and overhead lighting.",no utterance is needed
323.8,325.8,0.9,"In the image, there are several customers at the mall. One person is standing in the foreground, wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and beige shorts. Another person is walking in the background, wearing a white shirt and brown pants. There is also a child in the background, wearing a white shirt and red shorts. The mall has a tiled floor and a modern design with columns and overhead lighting.",Salesman: みんなも新学期頑張ってね。
327.6,327.6,1.8,"In the image, there are several customers at the mall. One person is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and khaki shorts. Another person is wearing a white t-shirt and blue shorts. There are also other individuals in the background, some of whom are wearing casual clothing. The mall has a tiled floor and a modern design with columns and overhead lighting.",no utterance is needed
329.3,329.5,1.8,"In the image, there are several customers at the mall. The person in the foreground is wearing a black t-shirt with the text ""LEGENDARY POKÉMON"" and beige shorts. Behind them, there are other customers, some of whom are wearing colorful shirts and shorts. The mall has a tiled floor and a white ceiling with several lights. There is also a bakery visible in the background.",Salesman: はい。
332.4,332.4,2.9,"In the image, there are several customers at the mall. The main focus is on a person wearing a blue costume, which appears to be a character from a popular animated series. This person is walking towards the camera, wearing a white hat, a brown shirt with a graphic design, and blue gloves. Behind this person, there are other customers, some of whom are also wearing masks. The mall has a modern design with white walls, a glass entrance, and a staircase leading to an upper level. The floor is tiled with a checkered pattern, and there are some advertisements or signs on the walls. The overall atmosphere seems to be casual and relaxed.",no utterance is needed
335.2,336.0,2.8,"In the image, there are several customers at the mall. The customers are wearing various types of clothing and accessories. Here are some details: 1. **Person on the left**: This person is wearing a brown shirt and shorts. They are walking towards the bakery. 2. **Person in the middle**: This person is wearing a light-colored sweater and a skirt. They are walking towards the bakery. 3. **Person on the right**: This person is wearing a white jacket and a hat. They are walking towards the bakery. 4. **Person in the background**: This person is wearing a light-colored shirt and shorts. They are walking towards the bakery. 5. **Person in the background**: This person is wearing a dark-colored shirt and shorts. They are walking towards the bakery. 6. **Person in the background**: This person is wearing a light-colored shirt and shorts. They are walking towards the bakery. 7. **Person in the background**: This person is wearing a light-colored shirt and shorts. They are walking towards the bakery. 8. **Person in the background**: This person is wearing a light-colored shirt and shorts. They are walking towards the bakery. 9. **Person in the background**: This person is wearing a light-colored shirt and shorts. They",Salesman: こんにちは。
336.4,336.4,0.4,"In the image, there are several customers at the mall. The customers are wearing various types of clothing and accessories. Here are some details:1. **Man in Black Pants and Black Shirt**: This person is walking towards the bakery. They are wearing black pants and a black shirt.2. **Woman in White Top and Black Skirt**: This person is walking towards the bakery. They are wearing a white top and a black skirt.3. **Man in Beige Hat and White Shirt**: This person is walking towards the bakery. They are wearing a beige hat and a white shirt.4. **Woman in Purple Top and White Skirt**: This person is walking towards the bakery. They are wearing a purple top and a white skirt.5. **Man in Blue Mask and Black Pants**: This person is walking towards the bakery. They are wearing a blue mask and black pants.6. **Woman in Blue Top and Black Skirt**: This person is walking towards the bakery. They are wearing a blue top and black skirt.7. **Man in Blue Mask and Black Pants**: This person is walking towards the bakery. They are wearing a blue mask and black pants.8. **Woman in Blue Top and Black Skirt**: This person is walking towards the",no utterance is needed
336.8,341.1,0.4,"In the image, there are several customers at the mall. The customers are wearing various types of clothing and accessories. Here are some details: 1. **Person on the left**: This person is wearing a black jacket and a white shirt. They are carrying a bag and appear to be walking towards the bakery. 2. **Person in the middle**: This person is wearing a white jacket and a hat. They are also carrying a bag and appear to be walking towards the bakery. 3. **Person on the right**: This person is wearing a black jacket and a white shirt. They are carrying a bag and appear to be walking towards the bakery. 4. **Person in the background**: This person is wearing a white jacket and a hat. They are walking towards the bakery. 5. **Person on the left**: This person is wearing a white jacket and a hat. They are carrying a bag and appear to be walking towards the bakery. 6. **Person in the middle**: This person is wearing a white jacket and a hat. They are carrying a bag and appear to be walking towards the bakery. 7. **Person on the right**: This person is wearing a white jacket and a hat. They are carrying a bag and appear to be walking towards the bakery. 8",Salesman: ただいまのおすすめパンはゴマチーズですよ。たくさん行きました。
342.1,342.1,1.0,"In the image, there are several customers at the mall. The customers are wearing various types of clothing, including:1. A person in a black shirt and pants.2. A person in a white shirt and skirt.3. A person in a black shirt and pants.4. A person in a white shirt and skirt.5. A person in a black shirt and pants.6. A person in a white shirt and skirt.7. A person in a black shirt and pants.8. A person in a white shirt and skirt.9. A person in a black shirt and pants.10. A person in a white shirt and skirt.The customers appear to be walking or standing in the mall, with some carrying bags and handbags. The mall has a modern design with a tiled floor and a staircase leading to an upper level.",no utterance is needed
343.1,348.0,1.0,"In the image, there are several customers at the mall. The customers are walking around the mall, some of them carrying bags and handbags. The individuals are dressed in casual clothing, suitable for a shopping environment. The mall has a modern design with white walls and a tiled floor. There are also some escalators and stairs visible in the background.",Salesman: 夏バテ防止にゴマチーズいかがですか？まだまだ暑い日が続きますね。
349.1,349.1,1.1,"In the image, there are several customers at the mall. The customers are wearing various types of clothing and accessories. Some are wearing casual clothing such as t-shirts and jeans, while others are dressed in more formal attire. Many of the customers are wearing masks, indicating that they are adhering to health and safety guidelines. The customers are walking through the mall, and some are carrying bags. The mall has a modern design with a combination of glass and metal elements.",no utterance is needed
350.2,354.9,1.1,"In the image, there are two customers walking through the mall. Both are wearing masks, indicating that they are following health guidelines during the pandemic. The person on the left is wearing a black and white striped shirt, while the person on the right is wearing a white shirt and black pants. They both appear to be carrying backpacks. The mall has a modern design with a curved ceiling and tiled flooring.",Salesman: こんばんは栄養価たっぷり。食物繊維も豊富で、ごまチーズとても人気ですよ。
400.0,400.0,45.1,"In the image, there are no visible customers in the foreground. However, in the background, there is a person walking on the stairs. The person is wearing a light-colored shirt and dark pants.",no utterance is needed
445.2,446.6,45.2,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including short-sleeved shirts and pants. Some of them are carrying bags, and one person is holding a cup. The bakery has a modern interior with white walls and a tiled floor. The customers appear to be engaged in conversation, and the overall atmosphere is casual and relaxed.",Salesman: みなさん、こんにちは。
447.8,447.8,1.1,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a bag and looking towards the entrance. Another person is standing further back, also holding a bag and looking in the same direction. There are also two other people standing further back, one of whom is holding a shopping bag. The customers appear to be casually dressed, with some wearing shirts and others with jackets. The bakery has a modern interior with white walls and a tiled floor.",no utterance is needed
448.9,452.1,1.1,"In the image, there are several people in the mall. One person is standing near the entrance of a bakery, wearing a white shirt and dark pants. Another person is walking towards the entrance, dressed in a white shirt and dark pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery has a sign with a colorful logo, and the overall atmosphere appears to be busy and bustling.",Salesman: クルミのベーカリーでパンのお買い物して行きませんか？
452.4,452.4,0.3,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a light-colored shirt and a bag over their shoulder. Another person is walking towards the bakery, dressed in a dark-colored shirt and a light-colored jacket. There are also a few other individuals in the background, but they are not the main focus of the image.",no utterance is needed
452.7,455.6,0.3,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a light-colored shirt and dark pants. Another person is walking towards the entrance, dressed in a dark shirt and light-colored pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery has a signboard with a colorful design, and the overall atmosphere appears to be casual and relaxed.",Salesman: 今日もまだまだいろんなパンが並んでますよ。
456.9,456.9,1.3,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including t-shirts and shorts. Some of them are standing near the bakery, while others are walking or standing in the mall. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
458.2,461.5,1.3,"The image shows an indoor mall with a large, open space. In the foreground, there is a bakery with a glass window displaying some items. The bakery appears to be empty, with no customers visible in the image. The floor is tiled with a pattern of blue, white, and gray tiles, and there is a curved walkway leading to a staircase. The ceiling is white with recessed lighting. In the background, there are some people walking, but they are not the focus of the image. The overall atmosphere appears to be calm and quiet, typical of a shopping mall during non-peak hours.",Salesman: サンドイッチでとってもオススメしているのはゴボウサラダサンド。
462.1,462.1,0.6,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including t-shirts and pants. One person is wearing a black shirt and black pants, while another person is wearing a green t-shirt and black pants. There are also a few individuals wearing masks, indicating that they are following safety measures during the pandemic. The customers appear to be engaged in conversation, possibly discussing the items available in the bakery.",no utterance is needed
462.7,467.6,0.6,"In the image, there are three customers at the entrance of a bakery at the mall. They are wearing masks and appear to be waiting or observing the bakery. The customers are standing in front of the bakery, with one person holding a shopping bag. The bakery has a modern design with white and green accents, and there are stairs leading up to it. The ceiling lights are on, and the area appears to be well-lit.",Salesman: まだまだ暑い日が続きますが、ゴボウサラダで喉を通りやすいですよね。
468.2,468.2,0.6,"In the image, there are several people walking in what appears to be a mall or a shopping center. The customers are dressed in casual attire, including shirts, pants, and bags. Some of them are carrying handbags, and one person is wearing a backpack. The overall atmosphere seems to be that of a busy shopping environment with people going about their day.",no utterance is needed
468.9,477.8,0.6,"In the image, there are several customers at the mall. They are walking on the tiled walkway, which is part of a covered shopping area. The customers are dressed in casual attire, with some wearing long sleeves and others in shorts. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: 冷蔵ショーケースにまだまだ本日も販売しています。ゴボウサラダさんいかがですか？食物繊維たっぷりでとても人気ですよ。
481.3,481.3,3.5,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. Some of them are standing near the bakery, while others are walking by. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",no utterance is needed
484.8,492.5,3.5,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including t-shirts and shorts. Some of them are standing near the bakery, while others are walking or standing in the mall. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: 夏野菜のラタトゥユドッグもまだまだ販売中です。この夏のとても人気な商品でした。いらっしゃいませ、どうぞ。
493.1,493.1,0.6,"In the image, there are several customers at the bakery. One person is standing near the entrance, possibly waiting to enter or just passing by. Another person is standing closer to the entrance, possibly looking inside the bakery. There are also a few other people in the background, but they are not the main focus of the image. The customers are dressed in casual clothing, suitable for a bakery setting.",no utterance is needed
493.7,497.3,0.6,"In the image, there are several customers at the bakery. One person is standing near the entrance, possibly waiting to enter or just passing by. Another person is standing closer to the entrance, possibly looking at the menu or waiting for someone. There are also a few other people in the background, but they are not the main focus of the image. The customers are dressed in casual clothing, suitable for a mall setting.",Salesman: ごゆっくりお買い物くださいね。ご来店ありがとうございます。
498.4,498.4,1.1,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a light-colored shirt and dark pants. Another person is walking towards the entrance, dressed in a white shirt and dark pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery has a sign with a colorful design, and the overall atmosphere appears to be casual and relaxed.",no utterance is needed
499.4,501.6,1.0,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance, possibly waiting to enter. There are also two individuals in the background, one of whom is wearing a mask. The bakery has a signboard with a colorful design, and there is a signboard with a logo on the wall. The overall atmosphere appears to be busy and lively, with people going about their day.",Salesman: どんなパンを選んでくれるんですかね？
502.7,502.7,1.1,"In the image, there are several customers walking through the mall. Here is a description of the individuals and their attire:1. **Person on the left**: This person is wearing a white shirt and shorts. They have a backpack and are carrying a bag.2. **Person in the middle**: This person is wearing a pink shirt and is carrying a bag.3. **Person on the right**: This person is wearing a light blue shirt and is also carrying a bag.4. **Person in the background**: This person is wearing a blue shirt and is walking away from the camera.The mall has a modern design with a white ceiling and a tiled floor. There are also some advertisements and signs visible in the background.",no utterance is needed
503.8,510.0,1.1,"In the image, there are several customers at the mall. One person is wearing a white shirt and black pants, carrying a black bag. Another person is wearing a white shirt and black pants, also carrying a black bag. A third person is wearing a white shirt and black pants, and they are carrying a blue bag. There is also a child wearing a white shirt and black pants, and they are carrying a blue bag. The mall has a modern design with white columns and a tiled floor.",Salesman: ソルビバベーカリーの美味しい塩パンで、お野菜などをサンドした塩パンパニーニも人気ですよ。
511.9,511.9,1.9,"In the image, there are several customers at the mall. One person is walking towards the bakery, carrying a backpack. Another person is standing near the entrance of the bakery, wearing a white shirt and a hat. There are also other customers in the background, some of whom are also wearing hats. The bakery has a sign with a colorful logo, and there are other people in the mall, some of whom are also wearing hats.",no utterance is needed
513.8,517.3,1.9,"In the image, there are two customers in the mall. One person is standing near the entrance of a bakery, wearing a light-colored outfit and carrying a backpack. The other person is walking towards the bakery, dressed in a darker outfit. Both are wearing casual clothing suitable for a mall setting.",Salesman: ありがとうございます。またのお越しをお待ちしております。
519.8,519.8,2.5,"In the image, there are a few people walking in the mall. One person is wearing a light-colored shirt and a skirt, while another person is wearing a dark-colored shirt and a dark skirt. There are also a few other individuals in the background, but they are not the main focus of the image.",no utterance is needed
522.4,526.9,2.6,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, while another person is standing near the entrance. There are also a few other individuals in the background, some of whom are walking and others who are standing. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. The bakery entrance is visible in the background, and there is a signboard with some text on it.",Salesman: 最近リニューアルしたりんごのチーズタルトも人気なんですよ。
528.0,528.0,1.1,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a white hat, a blue shirt, and black pants. Another person is walking away from the camera, wearing a white hat and a blue shirt. There are also other customers in the background, but they are not the main focus of the image.",no utterance is needed
