Camera timestamp,End of utterance,Time delta,[Camera],[Context]
217.0,217.0,0.8,"In the image, there are several customers at the bakery inside the mall. The customers are wearing various clothing items, including:1. A person wearing a white hat and a white shirt.2. Another person wearing a white shirt and a black jacket.3. A person wearing a black jacket and a white shirt.4. A person wearing a black jacket and a white shirt.5. A person wearing a black jacket and a white shirt.6. A person wearing a black jacket and a white shirt.7. A person wearing a black jacket and a white shirt.8. A person wearing a black jacket and a white shirt.9. A person wearing a black jacket and a white shirt.10. A person wearing a black jacket and a white shirt.The customers appear to be engaged in conversation and are walking around the bakery. The mall has a modern design with a combination of white columns and tiled flooring.",no utterance is needed
217.8,219.2,0.8,"In the image, there are several customers in the mall. The customers are wearing various clothing items, including: 1. A person wearing a white hat and a white shirt. 2. Another person wearing a white shirt and a black skirt. 3. A person wearing a black jacket and a black hat. 4. A person wearing a black jacket and a black hat. 5. A person wearing a black jacket and a black hat. 6. A person wearing a black jacket and a black hat. 7. A person wearing a black jacket and a black hat. 8. A person wearing a black jacket and a black hat. 9. A person wearing a black jacket and a black hat. 10. A person wearing a black jacket and a black hat. The customers appear to be walking around the mall, possibly looking at the various shops and stalls.",Salesman: コラボ商品を。
220.1,220.1,0.9,"In front of the bakery at the mall, there are several customers. One person is wearing a white hat and a white shirt, while another person is wearing a red shirt and black pants. There are also a few other individuals in the background, but they are not the main focus of the image.",no utterance is needed
220.9,227.6,0.8,"In front of the bakery at the mall, there are several customers. One person is wearing a white hat and a white shirt, while another person is wearing a red shirt and black pants. There are also a few other individuals in the background, but they are not the main focus of the image.",Salesman: 店内で販売しておりますよか顔イチマルイチはグルテンフリーでおつくりするカカオスイーツを。
228.4,228.4,0.8,"In the image, there are several customers at the mall. One person is standing near the entrance of a bakery, holding a shopping bag. The bakery has a sign that reads ""WELCOME"" and a logo. The customers are wearing casual clothing, including t-shirts and pants. The mall has a modern design with a combination of white and blue colors, and there are stairs leading to an upper level. The lighting is bright, and the overall atmosphere appears to be calm and relaxed.",no utterance is needed
229.2,231.6,0.8,"In the image, there are several customers at the mall. One person is standing near the entrance of a bakery, wearing a red shirt and black pants with white polka dots. Another person is walking towards the bakery, wearing a white hat and a purple shirt. There are also other customers in the background, some of whom are carrying shopping bags. The mall has a modern design with a combination of glass and metal structures, and the lighting is bright and well-lit.",Salesman: とてもご好評いただいているお店でございます。
232.4,232.4,0.8,"In the image, there are two customers at the bakery. One person is wearing a red shirt and black pants, while the other person is wearing a red shirt and black pants as well. Both individuals are wearing masks. The bakery has a sign that reads ""WELCOME"" and there are some promotional materials displayed on the window. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
233.2,239.0,0.8,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. The bakery has a welcoming sign with the word ""WELCOME"" in large letters. The customers are dressed in casual clothing, suitable for a mall setting. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: グルテンフリー無添加でお作りするカカオチュイールやカカオケーキサンドがとっても人気です。
240.5,240.5,1.5,"In the image, there are several customers at the bakery at the mall. The customers are wearing various clothing items, including:1. A person wearing a pink jacket and a hat.2. Another person wearing a red jacket and a blue hat.3. A person wearing a white jacket and a white hat.4. A person wearing a black jacket and a black hat.5. A person wearing a blue jacket and a blue hat.The bakery has a welcoming sign that reads ""WELCOME"" and a sign with a green logo. The interior of the mall is well-lit with ceiling lights and a staircase leading to another level.",no utterance is needed
242.0,249.2,1.5,"In the image, there are several customers at the bakery inside a mall. The customers are wearing masks, which is a common practice to protect against the spread of COVID-19. The man in the foreground is wearing a light-colored shirt and a hat, while the woman next to him is wearing a red top and a patterned skirt. There are other customers in the background, some of whom are also wearing masks. The mall has a modern design with a glass facade and a staircase leading to an upper level.",Salesman: 現在ソルビバベーカリー店内にて、カカオ一丸一の顔スイーツお取り扱いしております。
249.4,249.4,0.2,"In the image, there are several customers at the bakery at the mall. The customers are wearing masks, which is a common practice to protect against the spread of COVID-19. The customers are standing in line, waiting to place their orders. The bakery has a welcoming sign with the word ""WELCOME"" written on it, indicating that it is open and ready to serve customers. The customers appear to be engaged in conversation and waiting patiently for their turn to place their orders.",no utterance is needed
249.6,255.6,0.2,"In the image, there are several customers at the bakery in the mall. The customers are wearing masks, which is a common practice to protect against the spread of COVID-19. The customers are standing in line, waiting to place their orders. The bakery has a welcoming sign in front, indicating that it is open and ready to serve customers. The overall atmosphere appears to be calm and orderly, with customers maintaining a safe distance from each other.",Salesman: グルテンフリー無添加でお作りするカカオスイーツ。贈り物にもとても喜ばれていますよ。
256.6,256.6,1.0,"In the image, there are several customers at the mall. The person in the foreground is wearing a gray t-shirt and green pants, carrying a stick. Behind them, there are other customers walking by. The mall has a modern design with a combination of glass and metal structures, and there are escalators visible in the background. The lighting is bright, and the overall atmosphere appears to be busy and bustling.",no utterance is needed
257.5,261.7,0.9,"In the image, there are several customers at the mall. One person is standing near the entrance of a bakery, wearing a red shirt and a black skirt. Another person is walking towards the bakery, wearing a blue shirt and a backpack. There are also other customers in the background, some of whom are wearing masks. The mall has a modern design with a tiled floor and a staircase leading to an upper level.",Salesman: それはベーカリーではただいまカカオ101との。
262.0,262.0,0.3,"In the image, there are several customers at the bakery at the mall. The customers are wearing various clothing items, including:1. A person wearing a white shirt and a mask.2. Another person wearing a red shirt and a mask.3. A person wearing a black shirt and a mask.4. A person wearing a white shirt and a mask.5. A person wearing a black shirt and a mask.6. A person wearing a white shirt and a mask.7. A person wearing a black shirt and a mask.8. A person wearing a white shirt and a mask.9. A person wearing a black shirt and a mask.10. A person wearing a white shirt and a mask.The customers are standing in front of the bakery, and some are interacting with the bakery staff. The bakery has a sign that reads ""WELCOME"" and a sign with some text, but the details of the text are not clear from the image.",no utterance is needed
262.3,265.4,0.3,"In the image, there are several customers at the bakery. One person is standing in front of the bakery, holding a bag and looking inside. Another person is standing in the background, also holding a bag. There are also other customers walking in the mall, some of whom are wearing masks. The bakery has a sign that reads ""WELCOME"" and a sign with a logo. The mall has a modern design with a curved staircase and a tiled floor.",Salesman: 東お取り扱いしております。
265.7,265.7,0.3,"In the image, there are several customers at the bakery at the mall. The customers are wearing various clothing items, including:1. A person wearing a black jacket and black pants.2. Another person wearing a red jacket and black pants.3. A person wearing a white hat and black pants.4. A person wearing a white shirt and black pants.5. A person wearing a black jacket and white pants.The customers appear to be engaged in conversation, with some standing closer to the bakery and others further away. The mall has a modern design with white columns and a checkered tiled floor.",no utterance is needed
266.0,268.7,0.3,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying shopping bags, indicating that they have recently purchased items. The bakery has a welcoming sign with a green logo and a sign that reads ""WELCOME."" The overall atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: すごく大きな音ですねえ。
269.3,269.3,0.6,"In the image, there are several customers at the bakery. One person is standing near the entrance, wearing a red jacket and black pants with a pattern. Another person is walking past the bakery, wearing a black jacket and blue pants. There are also other customers in the background, some of whom are wearing masks. The bakery has a sign that reads ""WELCOME"" and a sign with a logo. The mall has a modern design with white pillars and a tiled floor.",no utterance is needed
269.9,275.0,0.6,"In the image, there are several customers at the bakery inside the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying shopping bags, indicating that they have recently purchased items. The bakery has a welcoming sign with a logo, and there are other customers in the background, suggesting that the mall is a busy place.",Salesman: こんなにも近くで雷がゴロゴロするんですねえ。皆さん、どうかお気をつけて。
277.8,277.8,2.8,"In front of the bakery at the mall, there are several customers. One person is standing near the entrance, holding a shopping bag. Another person is standing further back, also holding a shopping bag. Both individuals are wearing casual clothing, including a red shirt and a black skirt. The bakery has a sign that reads ""WELCOME"" in front of it.",no utterance is needed
280.5,282.7,2.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including t-shirts and pants. Some of them are carrying bags, and one person is holding a shopping bag. The bakery has a welcoming sign with the word ""WELCOME"" written on it. The overall atmosphere appears to be casual and relaxed, with customers enjoying their time at the mall.",Salesman: でもう。
302.3,302.3,19.6,"In the image, there are several customers at the mall. The main focus is on a couple walking together. The man is wearing a dark-colored shirt and a backpack, while the woman is wearing a light-colored shirt and a backpack. There are also other customers in the background, some of whom are also wearing backpacks. The mall has a modern design with a combination of glass and metal structures, and there are stairs and escalators visible in the background.",no utterance is needed
321.9,329.2,19.6,"In the image, there are several customers at the mall. One person is wearing a purple shirt, another is in a blue shirt, and the third person is wearing a red shirt. They are all walking or standing in the mall, with some carrying bags. The mall has a modern design with a glass entrance and a staircase leading up to an upper level.",Salesman: こんにちは皆さん、ただいまタイムセールを行っていますよ。ソルビバベーカリーのお得なパンの買い物いかがですか？
329.9,329.9,0.7,"In the image, there are several customers at the bakery at the mall. They are wearing casual clothing, including t-shirts, pants, and shoes. The customers appear to be engaged in conversation, with some standing closer to the bakery and others further away. The bakery has a welcoming sign with a green logo and a sign that reads ""WELCOME."" The overall atmosphere seems to be casual and relaxed.",no utterance is needed
330.5,330.7,0.6,"In the image, there are several customers at the bakery in the mall. They are wearing casual clothing, including t-shirts, shorts, and pants. Some of them are carrying bags, indicating they might be shopping. The atmosphere appears to be relaxed and casual, typical of a shopping mall setting.",Salesman: タイムセール。
331.5,331.5,0.8,"In the image, there are several customers at the bakery at the mall. They are wearing casual clothing, including shirts and pants. The customers appear to be engaged in conversation, possibly discussing the menu or the products available. The bakery has a welcoming sign with a blue and white color scheme, and there are other customers in the background, indicating a busy area.",no utterance is needed
332.3,335.1,0.8,"In the image, there are several customers at the bakery. They are wearing casual clothing, including dresses and skirts. The customers appear to be engaged in conversation, with some standing closer to the bakery and others further away. The bakery has a welcoming sign with the word ""WELCOME"" in large letters, indicating that it is a popular spot for customers. The overall atmosphere seems to be casual and relaxed.",Salesman: パンの数が減ってしまうと選べなくなってきますよ。
335.8,335.8,0.6,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including a mix of shirts, pants, and sandals. Some of them are standing near the counter, while others are walking around the bakery area. The atmosphere appears to be relaxed and casual, typical of a shopping mall bakery.",no utterance is needed
336.4,342.9,0.6,"In the image, there is a person standing in front of a bakery at the mall. The person is wearing a red shirt and black pants. They are holding a shopping bag and appear to be looking out of the window. The bakery has a sign that reads ""WELCOME"" and there are other customers in the background. The mall has a modern design with a curved staircase and tiled floors.",Salesman: まだまだ皆さんのお好きなパンをお選びいただけると思います。ぜひタイムセールお気軽に覗いて行ってくださいね。
348.7,348.7,5.8,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. Another person is walking towards the entrance, and a third person is standing further back, possibly waiting for someone or observing the bakery. The customers are dressed in casual clothing, suitable for a mall setting.",no utterance is needed
354.5,358.7,5.8,"In the image, there is a woman standing in front of a bakery at the mall. She is wearing a dark-colored outfit, possibly a dress or skirt, and a headscarf. She is holding a shopping bag and appears to be looking at something in the store. The bakery has a welcoming sign with the word ""WELCOME"" written on it. The mall has a modern design with white columns and tiled floors, and there are stairs leading up to the next level. The lighting is bright and the overall atmosphere is clean and well-maintained.",Salesman: 日曜日にお買い物を楽しんでいる間のこの雨はつらいですね。
359.2,359.2,0.5,"In the image, there are several customers at the bakery inside the mall. The customers are wearing casual clothing, including t-shirts and pants. One customer is holding a shopping bag, indicating that they have purchased some items. The mall has a modern design with a combination of glass and metal elements, and the lighting is bright and evenly distributed. The bakery has a welcoming sign with the word ""WELCOME"" in large letters, and there are other customers in the background, suggesting that the bakery is a popular spot for shoppers.",no utterance is needed
359.7,366.2,0.5,"In the image, there is a person standing in front of a bakery at the mall. The person is wearing a red shirt and dark pants. They are holding a plastic bag and appear to be looking out of the window. The bakery has a welcoming sign with the word ""WELCOME"" written on it. The mall has a modern design with white columns and tiled floors. The lighting is bright, and there are several light fixtures hanging from the ceiling.",Salesman: ちょっとした雨宿りや、ちょっと涼見たい時にソルビはベーカリーでお買い物して行きませんか？
372.2,372.2,6.0,"In the image, there are several customers at the bakery. One person is standing near the entrance, possibly waiting to be served or observing the bakery. Another person is walking towards the entrance, carrying a shopping bag. There are also other customers in the background, some of whom are also carrying shopping bags. The customers are dressed in casual clothing, suitable for a mall setting.",no utterance is needed
378.2,380.3,6.0,"In the image, there are several customers at the mall. One person is walking towards the bakery, while another person is sitting on the ground, possibly waiting for someone or resting. There are also other customers in the background, some of whom are walking and others who are standing. The customers are wearing casual clothing, including jackets and pants. The mall has a modern design with a combination of glass and metal structures, and the lighting is bright and well-lit.",Salesman: ただいま総理ベーカリーではタイムセールが行われてますよ。
385.8,385.8,5.5,"In the image, there are several customers at the bakery. They appear to be engaged in various activities. Some are standing near the counter, while others are walking around the bakery area. The customers are dressed in casual clothing, suitable for a mall setting. The bakery has a welcoming sign with a blue and white color scheme, and there are also some promotional materials displayed on the counter. The overall atmosphere seems to be relaxed and casual.",no utterance is needed
391.3,396.2,5.5,"In the image, there are several customers at the mall. They are wearing various outfits, including: 1. A person in a blue outfit with a white shirt and black pants. 2. A person in a white outfit with a black shirt and black pants. 3. A person in a black outfit with a white shirt and black pants. 4. A person in a blue outfit with a white shirt and black pants. 5. A person in a white outfit with a black shirt and black pants. 6. A person in a blue outfit with a white shirt and black pants. 7. A person in a black outfit with a white shirt and black pants. 8. A person in a blue outfit with a white shirt and black pants. 9. A person in a white outfit with a black shirt and black pants. 10. A person in a blue outfit with a white shirt and black pants. The customers appear to be walking through the mall, and the atmosphere seems to be casual and relaxed.",Salesman: こんにちは。ただいまソルビバベーカリーはタイムセールを実施中です。
396.6,396.6,0.4,"In the image, there are several customers at the bakery in the mall. They are wearing casual clothing, including t-shirts, pants, and jackets. Some of them are carrying bags, and one person is wearing a mask. The bakery has a welcoming sign with a green logo and a sign that reads ""WELCOME."" The customers appear to be walking around the bakery, possibly looking at the products or preparing to order.",no utterance is needed
397.0,400.0,0.4,"In the image, there are several customers at the bakery at the mall. They are wearing casual clothing, including shirts and pants. The customers appear to be engaged in conversation and are walking towards the bakery. The bakery has a welcoming sign with a green and white color scheme, and there are other customers in the background who are also wearing casual attire. The overall atmosphere seems to be relaxed and casual.",Salesman: 人気のパンをお買い得にお買い物いただけますよ。
400.8,400.8,0.8,"In front of the bakery at the mall, there are several customers. One person is walking towards the entrance, while another is standing near the entrance, possibly waiting to enter. There are also a few other people in the background, some of whom are also walking or standing. The customers are dressed in casual clothing, suitable for a mall setting.",no utterance is needed
401.5,404.1,0.8,"In the image, there are several customers at the mall. One person is standing near the entrance of a bakery, wearing a red top and black pants. Another person is walking towards the entrance, dressed in a dark-colored outfit. There are also a few other individuals in the background, but they are not the main focus of the image. The mall has a modern design with a tiled floor and a staircase leading to an upper level.",Salesman: ソルビバベーカリーのタイムセール。ぜひご利用くださいね。
406.8,406.8,2.6,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. Some of them are carrying shopping bags, indicating that they are either shopping or waiting for their order. The bakery has a welcoming sign with a green logo, and there are other customers in the background, suggesting a busy shopping area.",no utterance is needed
409.4,410.6,2.6,"In the image, there is a person standing near the entrance of a bakery at a mall. The person is wearing a dark-colored top and a dark skirt. They are holding a shopping bag and appear to be looking out of the window. The bakery has a sign that reads ""WELCOME"" and there are other signs and advertisements visible in the window. The mall has a modern design with a tiled floor and white columns.",Salesman: こんにちは。
413.6,413.6,2.9,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. There are also other customers inside the bakery, some of whom are standing and others are seated. The customers are wearing casual clothing, including t-shirts, shorts, and sandals. The bakery has a welcoming sign with a green logo and a blue background. The overall atmosphere appears to be relaxed and casual.",no utterance is needed
416.5,420.2,2.9,"In the image, there are several customers at the bakery. One person is standing near the entrance, wearing a dark-colored top and a skirt. Another person is standing further back, also wearing a dark-colored top and skirt. There are also other customers in the background, some of whom are seated at tables. The overall atmosphere appears to be casual and relaxed.",Salesman: ただいまソルビバベーカリーではタイムセールが行なわれています。
420.6,420.6,0.4,"In the image, there are several customers at the bakery in the mall. The customers are wearing casual clothing, including t-shirts and pants. Some of them are carrying bags, indicating that they might be shopping for groceries or other items. The mall has a modern design with a combination of glass and metal elements, and the lighting is bright and evenly distributed.",no utterance is needed
421.0,423.3,0.4,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. Another person is standing further back, also holding a shopping bag. The bakery has a welcoming sign with the word ""WELCOME"" in large letters. The interior of the mall is well-lit with multiple light fixtures, and there are stairs leading up to the next level. The overall atmosphere appears to be busy and bustling, typical of a busy shopping mall.",Salesman: 今日の夕飯や明日の朝ごはん。
423.9,423.9,0.6,"In front of the bakery at the mall, there are a few customers. One person is standing near the entrance, holding a shopping bag. Another person is walking towards the entrance, carrying a backpack. The bakery has a welcoming sign with a blue and white color scheme, and there are some promotional materials displayed on the window. The overall atmosphere appears to be calm and quiet, with no other customers visible in the immediate vicinity.",no utterance is needed
424.5,426.7,0.6,"In the image, there are several customers at the bakery. One person is standing near the entrance, holding a shopping bag. Another person is walking towards the entrance, and there are a few more people in the background. The customers are wearing casual clothing, including shirts and pants. The bakery has a welcoming sign with the word ""WELCOME"" in front of it.",Salesman: ソルビバベーカリーのパンにしませんか？
427.3,427.3,0.6,"In the image, there are two customers at the bakery. One person is standing near the entrance, holding an umbrella, and appears to be wearing a dark-colored outfit. The other person is standing further back, also holding an umbrella, and is dressed in a light-colored outfit. The bakery has a welcoming sign that reads ""WELCOME"" and a sign with a green logo. The interior of the mall is well-lit, and there are stairs leading up to an upper level.",no utterance is needed
427.9,431.2,0.6,"In the image, there are two customers at the bakery. One person is standing near the entrance, holding a shopping bag, while the other person is walking towards the entrance with an umbrella. Both individuals are wearing casual clothing suitable for a mall setting. The person with the umbrella is wearing a dark-colored outfit, while the person with the shopping bag is wearing a light-colored outfit. The bakery has a welcoming sign with a green logo and some text, indicating it is a bakery.",Salesman: ゆっくりお買い物していただけますよ。
435.4,435.4,4.2,"In the image, there are several customers at the bakery in the mall. Here are the details:1. **Customer 1**: A woman wearing a black top and a black skirt with a white pattern.2. **Customer 2**: A woman wearing a black top and a black skirt with a white pattern.3. **Customer 3**: A woman wearing a black top and a black skirt with a white pattern.4. **Customer 4**: A woman wearing a black top and a black skirt with a white pattern.5. **Customer 5**: A woman wearing a black top and a black skirt with a white pattern.6. **Customer 6**: A woman wearing a black top and a black skirt with a white pattern.7. **Customer 7**: A woman wearing a black top and a black skirt with a white pattern.8. **Customer 8**: A woman wearing a black top and a black skirt with a white pattern.9. **Customer 9**: A woman wearing a black top and a black skirt with a white pattern.10. **Customer 10**: A woman wearing a black top and a black skirt with a white pattern.All customers are wearing black tops and black skirts with white patterns. The",no utterance is needed
439.7,444.2,4.2,"In front of the bakery at the mall, there are several customers. One person is standing near the entrance, holding a shopping bag. Another person is walking towards the entrance, wearing a dark-colored top and patterned skirt. There are also a few other people in the background, some of whom are also carrying shopping bags. The overall atmosphere appears to be busy and bustling, with people going about their day.",Salesman: 皆様ただいまソルビダベーカリーではタイムセールが行なわれていますよ。
448.4,448.4,4.2,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a light-colored shirt and jeans. Another person is standing near the entrance of the bakery, wearing a dark-colored shirt and pants. There are also two other people in the background, one of whom is carrying a shopping bag. The bakery has a sign that reads ""WELCOME"" and a sign with a green logo. The mall has a modern design with white columns and tiled floors.",no utterance is needed
